task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	3c/426ced	36454	NFCORE_VIRALRECON:ILLUMINA:INPUT_CHECK:SAMPLESHEET_CHECK (samplesheet.csv)	CACHED	0	2025-10-08 16:09:40.657	40.4s	0ms	105.4%	6.5 MB	286 MB	697.7 KB	743 B
11	2b/3e7f39	36686	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_RAW (ERR5743893)	CACHED	0	2025-10-08 16:11:55.357	13.7s	12s	185.2%	766.8 MB	4.4 GB	33.2 MB	3.9 MB
6	12/9d6f7d	36820	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_RAW (ERR5181310)	CACHED	0	2025-10-08 16:12:49.469	40.7s	39s	195.9%	783.5 MB	4.4 GB	73.3 MB	3.9 MB
12	22/b000f8	36790	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_RAW (SRR13500958)	CACHED	0	2025-10-08 16:12:38.803	10.7s	9s	199.4%	519.8 MB	4.4 GB	37.5 MB	4 MB
9	f4/b33e82	36630	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_RAW (ERR5556343)	CACHED	0	2025-10-08 16:10:57.902	57.4s	13s	194.0%	704.2 MB	4.5 GB	34.4 MB	3.8 MB
10	5b/8bfa7f	36963	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTP (ERR5405022)	CACHED	0	2025-10-08 16:13:55.413	4.3s	4s	161.1%	1 GB	1.7 GB	36.7 MB	7.5 MB
15	6a/7f463b	36722	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTP (SRR13500958)	CACHED	0	2025-10-08 16:12:09.044	19.1s	7s	126.4%	1.2 GB	2.2 GB	44.9 MB	13.1 MB
8	8f/d15498	36756	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_RAW (ERR5405022)	CACHED	0	2025-10-08 16:12:28.181	10.6s	9s	177.3%	485.5 MB	4.4 GB	33.3 MB	3.6 MB
13	f7/7d1718	36867	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTP (ERR5556343)	CACHED	0	2025-10-08 16:13:30.197	7.5s	7s	168.3%	188.4 MB	746.2 MB	38.9 MB	9.1 MB
7	52/b9faa7	36934	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTP (ERR5181310)	CACHED	0	2025-10-08 16:13:46.209	9.2s	9s	370.3%	2.1 GB	3.1 GB	80.5 MB	40 MB
14	da/dc18c6	36897	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTP (ERR5743893)	CACHED	0	2025-10-08 16:13:37.737	8.4s	7s	133.9%	886.1 MB	1.7 GB	36.4 MB	6.4 MB
16	1a/e018a9	37108	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (ERR5556343)	CACHED	0	2025-10-08 16:17:01.160	12.7s	11s	178.9%	572.3 MB	4.4 GB	29.5 MB	3.8 MB
17	89/0a264e	37186	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (ERR5743893)	CACHED	0	2025-10-08 16:17:53.522	12.7s	11s	174.5%	486.3 MB	4.4 GB	26.7 MB	3.8 MB
18	08/9e5bfd	37336	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (ERR5405022)	CACHED	0	2025-10-08 16:21:56.418	9.9s	8s	178.8%	437.1 MB	4.5 GB	27.9 MB	3.7 MB
19	18/6951a6	37025	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (SRR13500958)	CACHED	0	2025-10-08 16:15:10.101	1m 5s	1m 3s	26.1%	514.2 MB	4.4 GB	33.6 MB	3.9 MB
20	26/69146c	37251	NFCORE_VIRALRECON:ILLUMINA:FASTQ_TRIM_FASTP_FASTQC:FASTQC_TRIM (ERR5181310)	CACHED	0	2025-10-08 16:18:29.480	33.6s	32s	193.3%	933.8 MB	4.4 GB	60.2 MB	3.8 MB
4	78/d255d3	36584	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:BOWTIE2_BUILD (nCoV-2019.reference.fasta)	CACHED	0	2025-10-08 16:10:33.367	24.5s	1s	88.4%	6.5 MB	286 MB	1.8 MB	8.3 MB
2	27/0ec9ae	36474	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:GUNZIP_GFF (GCA_009858895.3_ASM985889v3_genomic.200409.gff.gz)	CACHED	0	2025-10-08 16:09:44.150	36.3s	24ms	88.9%	2.2 MB	3.5 MB	56.7 KB	4.9 KB
5	de/2addaf	36553	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:COLLAPSE_PRIMERS (nCoV-2019.primer.bed)	CACHED	0	2025-10-08 16:10:32.299	1.1s	0ms	103.2%	6.4 MB	286 MB	692 KB	4.1 KB
3	40/cfafdb	36507	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (nCoV-2019.reference.fasta)	CACHED	0	2025-10-08 16:10:20.438	11.9s	0ms	111.2%	6.5 MB	286.1 MB	148.8 KB	4.8 KB
21	7a/25e310	37141	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (ERR5556343)	CACHED	0	2025-10-08 16:17:13.852	39.7s	39s	416.4%	202.7 MB	2 GB	173.3 MB	163.5 MB
22	7e/ac4934	37219	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (ERR5743893)	CACHED	0	2025-10-08 16:18:06.198	23.3s	23s	399.3%	198.4 MB	2 GB	116.8 MB	107.1 MB
25	c4/b777bd	37282	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (ERR5181310)	CACHED	0	2025-10-08 16:19:03.102	2m 53s	2m 53s	412.7%	202.1 MB	2 GB	820.8 MB	807.8 MB
24	55/12472b	37070	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (SRR13500958)	CACHED	0	2025-10-08 16:16:15.274	45.9s	21s	395.8%	224.7 MB	2 GB	92.6 MB	83 MB
23	bb/c68a8b	37370	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BOWTIE2_ALIGN (ERR5405022)	CACHED	0	2025-10-08 16:22:06.303	15s	14s	398.9%	179.8 MB	2 GB	92.7 MB	84.5 MB
30	bd/f9690f	37505	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5181310)	CACHED	0	2025-10-08 16:22:27.736	6.8s	6s	260.0%	739.9 MB	4.3 GB	35.5 MB	32.4 MB
27	f5/d3266b	37443	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5556343)	CACHED	0	2025-10-08 16:22:22.680	3s	1s	221.0%	161.7 MB	4.3 GB	7.9 MB	7.2 MB
29	f0/51d380	37533	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	CACHED	0	2025-10-08 16:22:34.565	1.5s	0ms	246.8%	93 MB	4.3 GB	7.8 MB	7.4 MB
28	16/e705e4	37476	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5743893)	CACHED	0	2025-10-08 16:22:25.749	2s	1s	224.1%	110 MB	4.4 GB	5.1 MB	4.6 MB
31	fc/2943e7	37414	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR13500958)	CACHED	0	2025-10-08 16:22:21.354	1.3s	1s	223.2%	80.1 MB	4.3 GB	12.1 MB	5.1 MB
33	96/13b74e	37614	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5743893)	CACHED	0	2025-10-08 16:22:38.191	936ms	0ms	121.8%	6.4 MB	286 MB	4.7 MB	5 KB
34	11/4858b1	37668	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5405022)	CACHED	0	2025-10-08 16:22:40.342	896ms	0ms	119.7%	6.3 MB	286 MB	7.5 MB	5 KB
32	f6/fdc392	37641	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5181310)	CACHED	0	2025-10-08 16:22:39.134	1.2s	1s	144.1%	12.7 MB	780 MB	32.5 MB	5 KB
36	7c/e56657	37560	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	CACHED	0	2025-10-08 16:22:36.106	1.1s	0ms	123.1%	6.3 MB	286 MB	5.2 MB	5 KB
35	db/9d73f7	37587	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	CACHED	0	2025-10-08 16:22:37.266	917ms	0ms	123.3%	6.4 MB	286 MB	7.3 MB	5 KB
37	a0/e8e18e	37708	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	CACHED	0	2025-10-08 16:22:41.291	1.2s	1s	93.8%	6.5 MB	286.1 MB	122.4 KB	4.9 KB
38	f2/595e9a	37696	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	CACHED	0	2025-10-08 16:22:41.267	1.2s	0ms	100.4%	6.6 MB	286.1 MB	122.4 KB	4.9 KB
40	dc/eedf6c	37818	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	CACHED	0	2025-10-08 16:22:43.623	1.4s	0ms	108.1%	6.5 MB	286.1 MB	122.4 KB	4.9 KB
45	76/affd1a	37867	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	CACHED	0	2025-10-08 16:22:45.012	1.7s	1s	92.6%	6.5 MB	286 MB	7.5 MB	5.4 KB
43	1c/a943a2	37754	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	CACHED	0	2025-10-08 16:22:42.462	1.1s	1s	113.5%	6.6 MB	286 MB	4.7 MB	5.4 KB
49	22/b70938	37923	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	CACHED	0	2025-10-08 16:22:46.708	1.3s	0ms	109.2%	6.5 MB	286 MB	5.2 MB	5.4 KB
47	c6/4c2cf3	37942	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	CACHED	0	2025-10-08 16:22:46.737	1.8s	1s	122.7%	12.9 MB	780 MB	32.5 MB	5.4 KB
41	b8/ef637a	37761	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	CACHED	0	2025-10-08 16:22:42.475	1.1s	1s	93.5%	6.6 MB	286.1 MB	122.4 KB	4.9 KB
51	45/85f3e2	37810	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	CACHED	0	2025-10-08 16:22:43.609	1.4s	0ms	103.3%	6.6 MB	286 MB	7.3 MB	5.4 KB
39	a7/454acc	37873	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	CACHED	0	2025-10-08 16:22:45.021	1.7s	1s	68.5%	6.5 MB	286 MB	122.4 KB	4.9 KB
48	84/82065c	37974	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	CACHED	0	2025-10-08 16:22:48.065	1.8s	1s	118.5%	14.4 MB	781.5 MB	5.2 MB	138.8 KB
44	25/63588b	38064	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	CACHED	0	2025-10-08 16:22:51.054	1.9s	1s	115.6%	14.1 MB	781.5 MB	7.5 MB	94.2 KB
50	b3/42a008	38003	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	CACHED	0	2025-10-08 16:22:48.506	2.5s	1s	110.4%	14.2 MB	781.5 MB	7.3 MB	104.4 KB
42	f0/ceb8ff	38035	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	CACHED	0	2025-10-08 16:22:49.865	2.4s	1s	114.4%	14.3 MB	781.5 MB	4.7 MB	104.7 KB
55	65/03b4aa	38239	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (SRR13500958)	CACHED	0	2025-10-08 16:23:20.714	2.8s	1s	92.2%	14.6 MB	573.5 MB	5.2 MB	5.1 MB
54	db/6d89ef	38270	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5181310)	CACHED	0	2025-10-08 16:23:23.563	11.8s	10s	88.6%	35.4 MB	594.8 MB	32.5 MB	32.8 MB
46	5c/059676	38095	NFCORE_VIRALRECON:ILLUMINA:FASTQ_ALIGN_BOWTIE2:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	CACHED	0	2025-10-08 16:22:52.293	4.9s	4s	113.6%	13.9 MB	781.5 MB	32.5 MB	99 KB
53	bb/e7a0f3	38208	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5405022)	CACHED	0	2025-10-08 16:23:15.852	4.8s	4s	97.1%	17.4 MB	576.6 MB	7.5 MB	7.4 MB
52	2c/0bf399	38140	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5743893)	CACHED	0	2025-10-08 16:22:57.207	15.3s	3s	90.0%	16.5 MB	575.5 MB	4.7 MB	4.6 MB
26	5f/5e454e	36992	NFCORE_VIRALRECON:ILLUMINA:PREPARE_GENOME:SNPEFF_BUILD (nCoV-2019.reference.fasta)	CACHED	0	2025-10-08 16:13:59.735	1m 10s	5s	67.2%	121.2 MB	16 GB	17.8 MB	17 KB
56	f0/d55bff	38175	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:IVAR_TRIM (ERR5556343)	CACHED	0	2025-10-08 16:23:12.559	3.3s	2s	91.6%	17.2 MB	576.4 MB	7.3 MB	7.3 MB
59	1d/90f506	38388	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (SRR13500958)	CACHED	0	2025-10-08 16:23:39.404	2s	1s	182.6%	79.9 MB	4.3 GB	5.2 MB	5.1 MB
58	3c/498062	38361	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5405022)	CACHED	0	2025-10-08 16:23:38.166	1.2s	1s	263.9%	93.7 MB	4.3 GB	7.5 MB	7.4 MB
60	eb/5eb808	38301	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5743893)	CACHED	0	2025-10-08 16:23:35.370	1.3s	1s	229.7%	108.8 MB	4.3 GB	4.7 MB	4.6 MB
61	7d/2f62ce	38329	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5556343)	CACHED	0	2025-10-08 16:23:36.698	1.5s	0ms	266.7%	162.6 MB	4.3 GB	7.4 MB	7.2 MB
57	ec/8a4744	38416	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (ERR5181310)	CACHED	0	2025-10-08 16:23:41.374	4.3s	3s	284.5%	749.4 MB	4.3 GB	33 MB	32.7 MB
71	64/e21005	38693	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5181310)	CACHED	0	2025-10-08 16:24:22.972	1.1s	0ms	149.9%	12.8 MB	780 MB	32.9 MB	5 KB
70	27/0ee376	38447	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5743893)	CACHED	0	2025-10-08 16:23:45.700	932ms	0ms	125.9%	6.4 MB	286 MB	4.7 MB	5 KB
66	5f/3ae740	38509	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5556343)	CACHED	0	2025-10-08 16:23:55.070	893ms	0ms	129.0%	6.6 MB	286 MB	7.3 MB	5 KB
64	2c/805e01	38569	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (ERR5405022)	CACHED	0	2025-10-08 16:24:06.335	868ms	0ms	125.3%	6.5 MB	286 MB	7.5 MB	5 KB
63	19/a19fe7	38631	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (SRR13500958)	CACHED	0	2025-10-08 16:24:14.707	875ms	0ms	126.3%	6.3 MB	286 MB	5.2 MB	5 KB
91	c5/27c07d	39263	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	CACHED	0	2025-10-08 16:28:26.316	1.2s	0ms	108.2%	6.6 MB	286.1 MB	122.4 KB	4.9 KB
88	ab/6e8e22	39380	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	CACHED	0	2025-10-08 16:28:31.102	1.3s	0ms	103.4%	6.5 MB	286 MB	122.4 KB	4.9 KB
85	63/a1a95b	39114	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	CACHED	0	2025-10-08 16:28:18.053	2s	1s	89.8%	6.3 MB	286.1 MB	122.4 KB	4.9 KB
93	ce/14677f	39234	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5556343)	CACHED	0	2025-10-08 16:28:25.333	976ms	0ms	110.1%	6.5 MB	286.1 MB	122.4 KB	4.9 KB
92	55/0dfa34	39176	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5743893)	CACHED	0	2025-10-08 16:28:22.141	1.6s	1s	95.5%	6.4 MB	286.1 MB	122.4 KB	4.9 KB
95	ad/7b5e93	39205	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	CACHED	0	2025-10-08 16:28:23.728	1.6s	1s	117.4%	11.2 MB	780.1 MB	32.9 MB	5.4 KB
97	ac/3d3b37	39322	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	CACHED	0	2025-10-08 16:28:28.658	1.2s	0ms	119.0%	6.4 MB	286 MB	5.2 MB	5.4 KB
96	6c/16a58f	39351	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	CACHED	0	2025-10-08 16:28:29.846	1.2s	0ms	110.3%	6.3 MB	286 MB	7.5 MB	5.4 KB
77	a8/f16c28	39762	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5405022)	CACHED	0	2025-10-08 16:29:03.033	894ms	0ms	161.3%	6.4 MB	286 MB	7.6 MB	295.4 KB
79	d9/d3fa1b	39832	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (SRR13500958)	CACHED	0	2025-10-08 16:29:04.865	910ms	0ms	155.2%	6.5 MB	286 MB	5.3 MB	150 KB
100	29/9cd210	39292	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	CACHED	0	2025-10-08 16:28:27.503	1.1s	0ms	126.0%	6.3 MB	286 MB	7.3 MB	5.4 KB
82	bf/0f67fa	39691	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5556343)	CACHED	0	2025-10-08 16:29:01.152	952ms	0ms	184.8%	6.4 MB	286 MB	7.4 MB	113.4 KB
72	a3/68ac22	39925	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (ERR5181310)	CACHED	0	2025-10-08 16:29:07.936	1.2s	0ms	305.2%	14.6 MB	572.9 MB	32.9 MB	342.1 KB
81	14/66bf6b	38763	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_GENOME (ERR5743893)	CACHED	0	2025-10-08 16:24:58.120	8.4s	1s	166.8%	6.4 MB	286 MB	4.7 MB	105.3 KB
99	b0/b6356f	39146	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5743893)	CACHED	0	2025-10-08 16:28:20.107	2s	0ms	94.7%	6.4 MB	286 MB	4.7 MB	5.4 KB
94	ce/444ac9	39867	NFCORE_VIRALRECON:ILLUMINA:MOSDEPTH_AMPLICON (SRR13500958)	CACHED	0	2025-10-08 16:29:05.786	911ms	0ms	156.6%	6.6 MB	286 MB	5.3 MB	221.4 KB
